OrderID,OrderDate,OrderMonth,CustomerID,Country,TotalQuantity,DistinctProducts,LineCount,OrderValueGBP,AvgUnitPriceGBP,MaxUnitPriceGBP
540467,2011-01-07,2011-01,18198,United Kingdom,222,19,19,300.54,1.35,2.95
540469,2011-01-07,2011-01,12484,Spain,626,97,97,1026.67,1.64,12.75
540471,2011-01-07,2011-01,15601,United Kingdom,367,39,39,688.45,1.88,9.95
540472,2011-01-07,2011-01,18179,United Kingdom,223,18,18,335.8,1.51,12.75
540473,2011-01-07,2011-01,17284,United Kingdom,571,130,131,716.11,1.25,8.5
540475,2011-01-07,2011-01,15311,United Kingdom,70,9,9,141.48,2.02,8.5
540477,2011-01-07,2011-01,13233,United Kingdom,404,17,17,304.24,0.75,1.95
540478,2011-01-07,2011-01,15769,United Kingdom,1800,8,8,2970.0,1.65,1.65
540479,2011-01-07,2011-01,14889,United Kingdom,90,10,10,135.9,1.51,4.95
540480,2011-01-07,2011-01,12480,Germany,363,41,41,744.25,2.05,7.95
540481,2011-01-07,2011-01,16955,United Kingdom,94,8,8,165.88,1.76,5.45
540482,2011-01-07,2011-01,14672,United Kingdom,147,34,34,285.28,1.94,12.75
540489,2011-01-07,2011-01,13593,United Kingdom,199,39,39,559.85,2.81,12.75
540493,2011-01-07,2011-01,14867,United Kingdom,118,15,15,300.74,2.55,12.75
540496,2011-01-07,2011-01,15485,United Kingdom,187,20,20,328.54,1.76,8.5
540498,2011-01-09,2011-01,17243,United Kingdom,68,10,10,268.8,3.95,12.75
540499,2011-01-09,2011-01,16923,United Kingdom,90,22,24,365.2,4.06,12.75
540500,2011-01-09,2011-01,15465,United Kingdom,72,5,5,390.3,5.42,10.95
540501,2011-01-09,2011-01,13162,United Kingdom,942,37,37,753.26,0.8,9.95
540502,2011-01-09,2011-01,13183,United Kingdom,400,20,20,625.04,1.56,2.55
540504,2011-01-09,2011-01,13668,United Kingdom,67,23,24,208.56,3.11,5.95
540505,2011-01-09,2011-01,17095,United Kingdom,143,16,16,313.15,2.19,9.95
540506,2011-01-09,2011-01,17796,United Kingdom,73,33,35,282.25,3.87,8.5
540507,2011-01-09,2011-01,12939,United Kingdom,552,6,6,1933.2,3.5,4.25
540508,2011-01-09,2011-01,14810,United Kingdom,64,16,16,146.55,2.29,4.95
540509,2011-01-09,2011-01,14800,United Kingdom,412,50,52,537.99,1.31,12.75
540510,2011-01-09,2011-01,15611,United Kingdom,15,3,3,104.25,6.95,12.75
540511,2011-01-09,2011-01,14472,United Kingdom,187,29,34,334.26,1.79,24.95
540512,2011-01-09,2011-01,17114,United Kingdom,82,28,29,142.24,1.73,9.95
540513,2011-01-09,2011-01,13758,United Kingdom,152,9,9,422.4,2.78,4.95
540514,2011-01-09,2011-01,15708,United Kingdom,180,41,44,431.77,2.4,8.5
540515,2011-01-09,2011-01,15059,United Kingdom,72,28,29,182.78,2.54,16.95
540516,2011-01-09,2011-01,16326,United Kingdom,66,28,30,267.2,4.05,35.95
540517,2011-01-09,2011-01,17128,United Kingdom,76,14,14,157.09,2.07,8.5
540518,2011-01-09,2011-01,14761,United Kingdom,58,7,7,97.5,1.68,3.75
540519,2011-01-09,2011-01,12793,Portugal,228,16,16,357.68,1.57,2.95
540520,2011-01-09,2011-01,17555,United Kingdom,156,48,49,195.45,1.25,8.5
540521,2011-01-09,2011-01,12651,France,78,9,9,114.0,1.46,5.95
540522,2011-01-09,2011-01,13102,United Kingdom,258,16,16,301.28,1.17,7.65
540523,2011-01-09,2011-01,13069,United Kingdom,250,34,36,340.94,1.36,8.5
540524,2011-01-09,2011-01,16735,United Kingdom,385,33,47,660.36,1.72,12.75
540525,2011-01-09,2011-01,16833,United Kingdom,160,18,18,309.48,1.93,8.5
540526,2011-01-09,2011-01,14606,United Kingdom,154,38,38,229.48,1.49,14.95
540528,2011-01-09,2011-01,17800,United Kingdom,98,11,12,136.05,1.39,9.95
540529,2011-01-09,2011-01,16748,United Kingdom,260,15,15,479.0,1.84,1.95
540530,2011-01-09,2011-01,14755,United Kingdom,238,27,27,488.46,2.05,9.95
540531,2011-01-09,2011-01,16549,United Kingdom,56,33,33,119.49,2.13,9.95
540532,2011-01-09,2011-01,14702,United Kingdom,37,20,20,221.7,5.99,16.95
540533,2011-01-09,2011-01,15005,United Kingdom,67,25,25,141.05,2.11,7.95
540534,2011-01-09,2011-01,12971,United Kingdom,24,2,2,25.2,1.05,1.25
540536,2011-01-09,2011-01,17757,United Kingdom,93,25,25,145.5,1.56,9.95
540537,2011-01-09,2011-01,13565,United Kingdom,78,13,13,110.18,1.41,4.25
540538,2011-01-09,2011-01,17841,United Kingdom,99,30,31,279.02,2.82,9.95
540539,2011-01-09,2011-01,18260,United Kingdom,429,26,26,557.07,1.3,12.75
540540,2011-01-09,2011-01,17218,United Kingdom,47,22,22,169.35,3.6,8.5
540541,2011-01-09,2011-01,15799,United Kingdom,181,22,22,320.22,1.77,12.75
540542,2011-01-09,2011-01,15107,United Kingdom,50,5,5,78.2,1.56,8.5
540543,2011-01-09,2011-01,14395,United Kingdom,171,35,36,380.68,2.23,9.95
540544,2011-01-09,2011-01,18032,United Kingdom,42,5,5,73.5,1.75,2.25
540545,2011-01-09,2011-01,13451,United Kingdom,260,43,48,401.49,1.54,9.95
540546,2011-01-09,2011-01,12766,Portugal,408,34,34,602.48,1.48,9.95
540547,2011-01-09,2011-01,14911,EIRE,84,12,12,208.0,2.48,4.65
540548,2011-01-09,2011-01,14794,United Kingdom,34,9,9,179.1,5.27,16.95
540550,2011-01-10,2011-01,12539,Spain,643,93,93,1715.85,2.67,16.95
540552,2011-01-10,2011-01,16350,United Kingdom,196,22,22,376.7,1.92,12.75
540553,2011-01-10,2011-01,12500,Germany,242,4,4,326.94,1.35,7.95
540554,2011-01-10,2011-01,18171,United Kingdom,81,15,15,240.45,2.97,7.95
540557,2011-01-10,2011-01,12415,Australia,96,1,1,81.6,0.85,0.85
540561,2011-01-10,2011-01,13004,United Kingdom,260,23,23,326.78,1.26,5.95
540562,2011-01-10,2011-01,12524,Germany,389,15,15,283.39,0.73,12.75
540563,2011-01-10,2011-01,15100,United Kingdom,16,1,1,175.2,10.95,10.95
540565,2011-01-10,2011-01,16422,United Kingdom,40,1,1,102.0,2.55,2.55
540566,2011-01-10,2011-01,17811,United Kingdom,82,43,45,179.27,2.19,16.95
540567,2011-01-10,2011-01,16850,United Kingdom,249,19,19,332.41,1.33,5.95
540568,2011-01-10,2011-01,15039,United Kingdom,246,42,42,646.54,2.63,10.95
540595,2011-01-10,2011-01,14321,United Kingdom,645,29,29,326.82,0.51,7.95
540604,2011-01-10,2011-01,15326,United Kingdom,386,29,29,311.71,0.81,4.95
540630,2011-01-10,2011-01,17849,United Kingdom,19,8,8,217.75,11.46,39.95
540635,2011-01-10,2011-01,14229,United Kingdom,195,20,20,456.97,2.34,10.95
540636,2011-01-10,2011-01,17381,United Kingdom,200,1,1,212.0,1.06,1.06
540639,2011-01-10,2011-01,13107,United Kingdom,468,21,21,566.84,1.21,6.75
540640,2011-01-10,2011-01,14527,United Kingdom,37,21,21,167.6,4.53,14.95
540641,2011-01-10,2011-01,16497,United Kingdom,94,15,15,279.3,2.97,7.95
540642,2011-01-10,2011-01,12681,France,628,49,49,1112.06,1.77,12.75
540644,2011-01-10,2011-01,16303,United Kingdom,418,35,35,827.18,1.98,5.95
540645,2011-01-10,2011-01,14060,United Kingdom,522,13,13,402.66,0.77,5.45
540647,2011-01-10,2011-01,17406,United Kingdom,515,86,93,1248.32,2.42,295.0
540648,2011-01-10,2011-01,15061,United Kingdom,793,15,15,969.87,1.22,6.75
540649,2011-01-10,2011-01,15061,United Kingdom,317,8,8,404.12,1.27,4.25
540653,2011-01-10,2011-01,17406,United Kingdom,2,1,1,250.0,125.0,125.0
540662,2011-01-10,2011-01,13767,United Kingdom,136,10,10,500.48,3.68,12.75
540664,2011-01-10,2011-01,15044,United Kingdom,87,14,14,263.0,3.02,12.75
540671,2011-01-10,2011-01,17739,United Kingdom,163,7,7,322.53,1.98,6.75
540672,2011-01-10,2011-01,15281,United Kingdom,518,50,50,780.42,1.51,12.75
540680,2011-01-10,2011-01,15311,United Kingdom,365,33,33,434.04,1.19,6.45
540682,2011-01-10,2011-01,16112,United Kingdom,150,8,8,64.14,0.43,0.85
540687,2011-01-10,2011-01,15867,United Kingdom,177,27,27,237.19,1.34,19.95
540688,2011-01-11,2011-01,12736,France,168,3,3,144.0,0.86,1.95
540689,2011-01-11,2011-01,17450,United Kingdom,4510,4,4,12797.52,2.84,3.24
540690,2011-01-11,2011-01,13473,United Kingdom,198,12,12,241.26,1.22,9.95
540691,2011-01-11,2011-01,17450,United Kingdom,686,44,44,1508.66,2.2,10.13
540692,2011-01-11,2011-01,14320,United Kingdom,235,23,23,352.51,1.5,9.95
540697,2011-01-11,2011-01,16670,United Kingdom,188,21,21,369.0,1.96,4.95
540698,2011-01-11,2011-01,17450,United Kingdom,858,23,23,4314.02,5.03,10.13
540700,2011-01-11,2011-01,12393,Australia,238,19,19,462.5,1.94,3.75
540701,2011-01-11,2011-01,15640,United Kingdom,348,9,9,602.44,1.73,3.39
540702,2011-01-11,2011-01,13491,United Kingdom,81,10,10,140.49,1.73,7.95
540703,2011-01-11,2011-01,14135,United Kingdom,1098,15,15,511.46,0.47,2.1
540704,2011-01-11,2011-01,17742,United Kingdom,71,13,13,302.57,4.26,24.95
540732,2011-01-11,2011-01,16122,United Kingdom,328,9,9,144.12,0.44,3.75
540750,2011-01-11,2011-01,16351,United Kingdom,90,8,8,153.9,1.71,4.25
540753,2011-01-11,2011-01,14217,United Kingdom,12,4,4,69.7,5.81,9.95
540768,2011-01-11,2011-01,17428,United Kingdom,624,10,10,670.8,1.07,1.85
540769,2011-01-11,2011-01,12601,Germany,86,8,8,126.26,1.47,2.55
540770,2011-01-11,2011-01,13468,United Kingdom,49,7,7,145.75,2.97,14.95
540777,2011-01-11,2011-01,13144,United Kingdom,21,3,3,110.95,5.28,12.75
540779,2011-01-11,2011-01,15346,United Kingdom,144,17,17,252.42,1.75,5.95
540782,2011-01-11,2011-01,15370,United Kingdom,80,8,8,184.2,2.3,14.95
540785,2011-01-11,2011-01,12557,Spain,1008,4,4,3417.12,3.39,3.39
540789,2011-01-11,2011-01,12643,France,576,1,1,835.2,1.45,1.45
540794,2011-01-11,2011-01,16034,United Kingdom,128,9,9,153.6,1.2,4.25
540795,2011-01-11,2011-01,13078,United Kingdom,92,13,13,355.8,3.87,8.5
540797,2011-01-11,2011-01,15107,United Kingdom,1,1,1,8.5,8.5,8.5
540798,2011-01-11,2011-01,17365,United Kingdom,706,73,77,727.36,1.03,9.95
540799,2011-01-11,2011-01,17365,United Kingdom,6,2,2,15.3,2.55,2.55
540800,2011-01-11,2011-01,13798,United Kingdom,364,6,6,302.36,0.83,2.55
540801,2011-01-11,2011-01,12540,Spain,469,30,30,979.18,2.09,10.95
540802,2011-01-11,2011-01,15189,United Kingdom,208,5,5,418.48,2.01,10.95
540803,2011-01-11,2011-01,14669,United Kingdom,200,53,54,426.9,2.13,16.95
540809,2011-01-11,2011-01,18095,United Kingdom,225,16,16,374.75,1.67,9.95
540813,2011-01-11,2011-01,14669,United Kingdom,288,54,56,415.55,1.44,6.75
540815,2011-01-11,2011-01,15749,United Kingdom,7044,3,3,15160.9,2.15,2.55
540816,2011-01-11,2011-01,15518,United Kingdom,258,42,43,364.91,1.41,4.95
540817,2011-01-11,2011-01,14209,United Kingdom,97,16,16,347.95,3.59,19.95
540818,2011-01-11,2011-01,15749,United Kingdom,1970,2,2,7837.5,3.98,6.75
540819,2011-01-11,2011-01,15518,United Kingdom,3,1,1,23.85,7.95,7.95
540822,2011-01-11,2011-01,16042,United Kingdom,5,2,2,24.95,4.99,7.95
540823,2011-01-11,2011-01,15569,United Kingdom,182,7,7,288.5,1.59,3.75
540824,2011-01-11,2011-01,12728,France,120,12,12,216.54,1.8,12.75
540825,2011-01-11,2011-01,13672,United Kingdom,19,3,3,62.13,3.27,6.75
540826,2011-01-11,2011-01,13102,United Kingdom,362,31,31,447.28,1.24,8.5
540827,2011-01-11,2011-01,17569,United Kingdom,159,29,29,344.14,2.16,9.95
540829,2011-01-11,2011-01,13784,United Kingdom,156,4,4,113.64,0.73,1.25
540834,2011-01-11,2011-01,14733,United Kingdom,624,36,36,1578.31,2.53,9.95
540835,2011-01-11,2011-01,12724,France,114,10,10,136.9,1.2,1.65
540838,2011-01-11,2011-01,13862,United Kingdom,308,27,27,425.1,1.38,3.75
540839,2011-01-11,2011-01,16791,United Kingdom,129,47,52,242.63,1.88,12.75
540840,2011-01-11,2011-01,16235,United Kingdom,45,7,7,108.67,2.41,7.95
540842,2011-01-11,2011-01,15602,United Kingdom,48,1,1,60.0,1.25,1.25
540844,2011-01-11,2011-01,12971,United Kingdom,38,4,4,71.5,1.88,4.25
540849,2011-01-12,2011-01,14270,United Kingdom,197,29,29,492.65,2.5,12.75
540851,2011-01-12,2011-01,12523,France,43,7,7,102.95,2.39,12.75
540855,2011-01-12,2011-01,16353,United Kingdom,194,7,7,445.6,2.3,4.25
540856,2011-01-12,2011-01,16655,United Kingdom,373,39,39,812.25,2.18,16.95
540857,2011-01-12,2011-01,16779,United Kingdom,140,7,7,314.0,2.24,4.25
540858,2011-01-12,2011-01,16359,United Kingdom,44,4,4,92.4,2.1,16.95
540859,2011-01-12,2011-01,17965,United Kingdom,181,52,52,438.67,2.42,12.75
540862,2011-01-12,2011-01,15953,United Kingdom,143,9,9,202.35,1.42,2.55
540866,2011-01-12,2011-01,17324,United Kingdom,555,11,11,575.18,1.04,1.69
540900,2011-01-12,2011-01,12712,Germany,95,10,10,214.65,2.26,5.95
540906,2011-01-12,2011-01,16701,United Kingdom,332,9,9,366.12,1.1,4.65
540907,2011-01-12,2011-01,13488,United Kingdom,766,71,71,1358.29,1.77,49.95
540908,2011-01-12,2011-01,12980,United Kingdom,64,2,2,721.92,11.28,34.95
540915,2011-01-12,2011-01,13267,United Kingdom,131,16,16,311.67,2.38,6.45
540939,2011-01-12,2011-01,15061,United Kingdom,2,2,2,2.46,1.23,2.1
540940,2011-01-12,2011-01,18109,United Kingdom,33,12,13,214.18,6.49,24.95
540943,2011-01-12,2011-01,17841,United Kingdom,107,34,34,220.33,2.06,16.95
540945,2011-01-12,2011-01,16554,United Kingdom,1,1,1,0.85,0.85,0.85
540946,2011-01-12,2011-01,12359,Cyprus,144,16,16,547.5,3.8,125.0
540947,2011-01-12,2011-01,15939,United Kingdom,490,11,11,747.06,1.52,4.25
540951,2011-01-12,2011-01,13113,United Kingdom,132,11,11,676.6,5.13,10.95
540953,2011-01-12,2011-01,14587,United Kingdom,155,79,88,220.85,1.42,6.45
540954,2011-01-12,2011-01,14606,United Kingdom,47,26,26,174.15,3.71,16.95
540955,2011-01-12,2011-01,14715,United Kingdom,82,13,13,137.95,1.68,6.95
540957,2011-01-12,2011-01,15311,United Kingdom,193,34,35,342.46,1.77,8.5
540968,2011-01-12,2011-01,17338,United Kingdom,316,66,66,770.75,2.44,12.75
540970,2011-01-12,2011-01,14185,United Kingdom,6,3,3,197.65,32.94,165.0
540971,2011-01-12,2011-01,12383,Belgium,586,30,30,591.16,1.01,8.5
540972,2011-01-12,2011-01,12437,France,131,6,6,338.7,2.59,10.95
540974,2011-01-12,2011-01,12971,United Kingdom,64,2,2,112.08,1.75,2.55
540975,2011-01-12,2011-01,14040,United Kingdom,91,24,24,289.7,3.18,7.95
540976,2011-01-12,2011-01,12652,France,498,47,47,793.98,1.59,14.95
540979,2011-01-12,2011-01,15727,United Kingdom,273,30,32,554.75,2.03,9.95
540980,2011-01-12,2011-01,14514,United Kingdom,121,26,26,255.25,2.11,14.95
540981,2011-01-12,2011-01,12868,United Kingdom,168,22,22,287.46,1.71,9.95
540983,2011-01-12,2011-01,15171,United Kingdom,290,5,5,1289.5,4.45,7.45
540984,2011-01-12,2011-01,14167,United Kingdom,39,16,18,148.35,3.8,9.95
540985,2011-01-12,2011-01,17389,United Kingdom,24,3,3,105.54,4.4,12.75
540986,2011-01-12,2011-01,15291,United Kingdom,113,22,22,408.29,3.61,14.95
540990,2011-01-12,2011-01,17048,United Kingdom,143,15,15,258.41,1.81,10.95
540991,2011-01-12,2011-01,16525,United Kingdom,73,6,6,307.05,4.21,7.65
540992,2011-01-12,2011-01,17364,United Kingdom,303,44,49,436.23,1.44,12.75
540993,2011-01-13,2011-01,13284,United Kingdom,91,13,13,201.19,2.21,12.75
540994,2011-01-13,2011-01,13089,United Kingdom,560,47,47,704.59,1.26,8.95
540996,2011-01-13,2011-01,17068,United Kingdom,34,6,6,104.0,3.06,8.5
540997,2011-01-13,2011-01,17368,United Kingdom,155,8,8,130.85,0.84,1.45
540998,2011-01-13,2011-01,15290,United Kingdom,194,9,9,289.5,1.49,7.95
540999,2011-01-13,2011-01,13694,United Kingdom,1128,18,18,1431.28,1.27,3.95
541001,2011-01-13,2011-01,16500,United Kingdom,1,1,1,165.0,165.0,165.0
541002,2011-01-13,2011-01,12951,United Kingdom,135,14,14,188.69,1.4,5.45
541003,2011-01-13,2011-01,15835,United Kingdom,155,15,15,301.11,1.94,16.95
541004,2011-01-13,2011-01,18190,United Kingdom,102,9,9,171.46,1.68,9.95
541005,2011-01-13,2011-01,16161,United Kingdom,94,29,29,200.25,2.13,12.75
541006,2011-01-13,2011-01,13993,United Kingdom,120,18,18,323.15,2.69,7.95
541008,2011-01-13,2011-01,17848,United Kingdom,68,5,5,72.26,1.06,2.95
541010,2011-01-13,2011-01,14114,United Kingdom,89,11,11,195.13,2.19,5.45
541011,2011-01-13,2011-01,15447,United Kingdom,85,9,9,155.17,1.83,12.75
541012,2011-01-13,2011-01,17019,United Kingdom,244,41,41,271.09,1.11,8.5
541013,2011-01-13,2011-01,15694,United Kingdom,109,10,10,397.79,3.65,6.75
541014,2011-01-13,2011-01,14085,United Kingdom,104,27,27,222.97,2.14,10.95
541015,2011-01-13,2011-01,16315,United Kingdom,75,14,14,226.37,3.02,16.95
541018,2011-01-13,2011-01,14978,United Kingdom,99,37,38,310.26,3.13,12.75
541021,2011-01-13,2011-01,13093,United Kingdom,429,19,19,898.5,2.09,14.95
541038,2011-01-13,2011-01,16395,United Kingdom,246,41,41,301.14,1.22,12.75
541043,2011-01-13,2011-01,15510,United Kingdom,2,1,1,250.0,125.0,125.0
541086,2011-01-13,2011-01,16503,United Kingdom,118,21,21,353.7,3.0,9.95
541087,2011-01-13,2011-01,13614,United Kingdom,25,9,9,205.75,8.23,16.95
541088,2011-01-13,2011-01,15513,United Kingdom,505,19,19,692.82,1.37,6.95
541091,2011-01-13,2011-01,16814,United Kingdom,159,15,15,342.15,2.15,12.75
541093,2011-01-13,2011-01,12471,Germany,95,6,6,663.45,6.98,10.95
541094,2011-01-13,2011-01,13246,United Kingdom,294,35,36,336.07,1.14,2.95
541103,2011-01-13,2011-01,14215,United Kingdom,286,37,37,596.06,2.08,12.75
541105,2011-01-13,2011-01,16029,United Kingdom,400,2,2,660.0,1.65,1.65
541106,2011-01-13,2011-01,18092,United Kingdom,384,2,2,259.2,0.68,0.75
541107,2011-01-13,2011-01,17744,United Kingdom,294,15,15,328.92,1.12,2.95
541108,2011-01-13,2011-01,13199,United Kingdom,72,1,1,76.32,1.06,1.06
541109,2011-01-13,2011-01,15107,United Kingdom,1,1,1,14.95,14.95,14.95
541110,2011-01-13,2011-01,15916,United Kingdom,201,33,33,342.61,1.7,12.75
541111,2011-01-13,2011-01,15687,United Kingdom,176,22,22,353.5,2.01,12.75
541112,2011-01-13,2011-01,18085,United Kingdom,187,20,20,386.05,2.06,5.95
541113,2011-01-13,2011-01,16775,United Kingdom,27,12,12,174.15,6.45,18.95
541114,2011-01-13,2011-01,14299,United Kingdom,16,1,1,175.2,10.95,10.95
541115,2011-01-13,2011-01,12578,Italy,741,69,69,1412.66,1.91,7.95
541119,2011-01-14,2011-01,16493,United Kingdom,76,6,6,127.8,1.68,3.75
541120,2011-01-14,2011-01,12490,France,543,42,42,774.22,1.43,8.5
541121,2011-01-14,2011-01,12672,France,78,10,10,225.9,2.9,7.95
541122,2011-01-14,2011-01,12708,Germany,164,18,18,248.62,1.52,12.75
541123,2011-01-14,2011-01,13385,United Kingdom,281,35,35,534.57,1.9,24.95
541124,2011-01-14,2011-01,17389,United Kingdom,12,1,1,131.4,10.95,10.95
541125,2011-01-14,2011-01,12474,Germany,10,1,1,29.5,2.95,2.95
541126,2011-01-14,2011-01,15626,United Kingdom,312,20,20,281.88,0.9,9.95
541134,2011-01-14,2011-01,15615,United Kingdom,368,25,25,643.6,1.75,3.75
541135,2011-01-14,2011-01,16233,United Kingdom,78,7,7,179.1,2.3,2.95
541136,2011-01-14,2011-01,18229,United Kingdom,98,7,7,359.9,3.67,14.95
541137,2011-01-14,2011-01,13777,United Kingdom,156,4,4,332.64,2.13,4.25
541138,2011-01-14,2011-01,12553,France,440,37,37,592.31,1.35,4.95
541139,2011-01-14,2011-01,15213,United Kingdom,262,22,22,313.2,1.2,2.95
541149,2011-01-14,2011-01,12393,Australia,60,3,3,177.0,2.95,2.95
541172,2011-01-14,2011-01,13854,United Kingdom,103,8,8,345.85,3.36,10.95
541181,2011-01-14,2011-01,12877,United Kingdom,36,3,3,100.2,2.78,4.95
541202,2011-01-14,2011-01,17581,United Kingdom,230,22,22,448.95,1.95,9.95
541203,2011-01-14,2011-01,13090,United Kingdom,44,3,3,302.76,6.88,8.49
541204,2011-01-14,2011-01,14175,United Kingdom,146,16,16,322.58,2.21,9.95
541205,2011-01-14,2011-01,18106,United Kingdom,128,33,39,430.7,3.36,9.95
541206,2011-01-14,2011-01,14646,Netherlands,8210,79,79,10389.06,1.27,8.95
541207,2011-01-14,2011-01,17685,United Kingdom,210,16,16,361.5,1.72,4.25
541208,2011-01-14,2011-01,15159,United Kingdom,296,11,11,272.64,0.92,1.95
541213,2011-01-14,2011-01,15033,United Kingdom,361,61,64,570.07,1.58,15.95
541214,2011-01-14,2011-01,15570,United Kingdom,198,30,30,487.7,2.46,9.95
541215,2011-01-14,2011-01,14329,United Kingdom,740,76,76,1547.58,2.09,12.75
541216,2011-01-14,2011-01,15311,United Kingdom,507,27,27,416.54,0.82,5.95
541217,2011-01-14,2011-01,17402,United Kingdom,24,3,3,111.9,4.66,9.95
541218,2011-01-14,2011-01,16638,United Kingdom,178,9,9,142.82,0.8,1.25
541220,2011-01-14,2011-01,14156,EIRE,6198,41,41,16774.72,2.71,12.75
541223,2011-01-14,2011-01,17954,United Kingdom,177,65,67,254.54,1.44,8.5
541224,2011-01-14,2011-01,12474,Germany,70,10,10,183.9,2.63,9.95
541225,2011-01-14,2011-01,14099,United Kingdom,146,19,19,234.62,1.61,7.95
541226,2011-01-14,2011-01,15854,United Kingdom,36,5,5,214.2,5.95,5.95
541227,2011-01-14,2011-01,16839,United Kingdom,80,6,6,349.2,4.37,8.5
541228,2011-01-14,2011-01,15290,United Kingdom,36,2,2,45.0,1.25,1.25
541236,2011-01-14,2011-01,17961,United Kingdom,1,1,1,3.35,3.35,3.35
541238,2011-01-16,2011-01,16746,United Kingdom,118,34,36,391.1,3.31,14.95
541239,2011-01-16,2011-01,16401,United Kingdom,492,14,14,487.9,0.99,2.95
541240,2011-01-16,2011-01,16206,United Kingdom,83,24,25,161.3,1.94,2.95
541241,2011-01-16,2011-01,13782,United Kingdom,108,36,36,191.94,1.78,8.5
541242,2011-01-16,2011-01,12924,United Kingdom,17,2,2,58.19,3.42,3.95
541243,2011-01-16,2011-01,16593,United Kingdom,48,1,1,69.6,1.45,1.45
541244,2011-01-16,2011-01,15535,United Kingdom,78,33,37,270.34,3.47,12.75
541246,2011-01-16,2011-01,15535,United Kingdom,12,1,1,22.2,1.85,1.85
541247,2011-01-16,2011-01,12989,United Kingdom,648,1,1,810.0,1.25,1.25
541248,2011-01-16,2011-01,12748,United Kingdom,7,6,7,8.52,1.22,1.65
541249,2011-01-16,2011-01,13700,United Kingdom,190,17,19,120.73,0.64,8.5
541250,2011-01-16,2011-01,13700,United Kingdom,84,6,7,35.28,0.42,0.42
541251,2011-01-16,2011-01,15046,United Kingdom,107,9,11,258.25,2.41,10.0
541252,2011-01-16,2011-01,13064,United Kingdom,60,8,9,203.3,3.39,9.95
541253,2011-01-16,2011-01,17841,United Kingdom,108,35,36,277.39,2.57,39.95
541255,2011-01-16,2011-01,17841,United Kingdom,1,1,1,4.25,4.25,4.25
541256,2011-01-16,2011-01,13048,United Kingdom,347,39,40,477.61,1.38,4.95
541258,2011-01-16,2011-01,13634,United Kingdom,127,34,38,362.0,2.85,12.75
541259,2011-01-16,2011-01,14404,United Kingdom,102,16,19,282.6,2.77,12.75
541260,2011-01-16,2011-01,16059,United Kingdom,74,28,31,145.0,1.96,9.95
541262,2011-01-16,2011-01,18069,United Kingdom,162,72,76,297.66,1.84,8.5
541263,2011-01-16,2011-01,16843,United Kingdom,534,19,19,759.06,1.42,4.95
541264,2011-01-16,2011-01,17064,United Kingdom,74,21,23,147.85,2.0,8.5
541265,2011-01-16,2011-01,17609,United Kingdom,223,88,99,427.54,1.92,12.75
541266,2011-01-16,2011-01,15673,United Kingdom,398,34,53,969.95,2.44,9.95
541267,2011-01-17,2011-01,12779,Poland,288,25,25,613.22,2.13,12.75
541268,2011-01-17,2011-01,12872,United Kingdom,116,28,28,221.44,1.91,12.75
541269,2011-01-17,2011-01,12626,Germany,404,52,52,952.0,2.36,14.95
541270,2011-01-17,2011-01,14976,United Kingdom,27,16,16,155.95,5.78,14.95
541271,2011-01-17,2011-01,12388,Australia,204,19,19,431.3,2.11,5.45
541272,2011-01-17,2011-01,13527,United Kingdom,31,5,5,110.45,3.56,4.95
541273,2011-01-17,2011-01,13155,United Kingdom,94,11,11,189.5,2.02,3.75
541274,2011-01-17,2011-01,15696,United Kingdom,249,31,31,493.45,1.98,8.5
541275,2011-01-17,2011-01,14176,United Kingdom,48,4,4,121.2,2.53,2.95
541276,2011-01-17,2011-01,15316,United Kingdom,100,1,1,165.0,1.65,1.65
541277,2011-01-17,2011-01,12673,Germany,171,23,23,220.9,1.29,7.95
541278,2011-01-17,2011-01,14135,United Kingdom,52,5,5,167.4,3.22,4.95
541279,2011-01-17,2011-01,18223,United Kingdom,356,32,32,635.8,1.79,7.95
541280,2011-01-17,2011-01,15296,United Kingdom,679,61,61,1199.33,1.77,9.95
541281,2011-01-17,2011-01,17988,United Kingdom,14,13,13,64.99,4.64,39.95
541282,2011-01-17,2011-01,17690,United Kingdom,305,49,50,895.5,2.94,125.0
541283,2011-01-17,2011-01,12820,United Kingdom,146,11,11,170.46,1.17,2.95
541285,2011-01-17,2011-01,13001,United Kingdom,447,31,31,805.45,1.8,7.95
541286,2011-01-17,2011-01,13982,United Kingdom,304,27,29,475.2,1.56,7.95
541287,2011-01-17,2011-01,14101,United Kingdom,664,3,3,751.6,1.13,2.55
541288,2011-01-17,2011-01,14525,United Kingdom,135,7,7,264.65,1.96,8.5
541289,2011-01-17,2011-01,14606,United Kingdom,76,39,40,208.32,2.74,12.75
541290,2011-01-17,2011-01,17288,United Kingdom,132,5,5,103.56,0.78,1.25
541291,2011-01-17,2011-01,14667,United Kingdom,217,24,25,305.81,1.41,8.5
541292,2011-01-17,2011-01,15596,United Kingdom,133,21,21,375.15,2.82,9.95
541293,2011-01-17,2011-01,15311,United Kingdom,145,35,35,394.57,2.72,6.35
541294,2011-01-17,2011-01,14898,United Kingdom,96,6,6,157.2,1.64,6.75
541302,2011-01-17,2011-01,13769,United Kingdom,166,19,19,304.02,1.83,12.75
541316,2011-01-17,2011-01,13209,United Kingdom,43,6,6,111.35,2.59,12.75
541357,2011-01-17,2011-01,14238,United Kingdom,111,8,8,146.85,1.32,9.95
